,life_expectancy,year,adult_mortality,infant_mortality,1-4_mortality,alcohol,hep_b,measles,bmi,polio,health_gov_expendt%,dtp3,hiv_aids,gdp,population,5_19thinness,5_19obesity,hdi,schooling,drinking_water,national_income_capita,health_expenditure%_gdp,obesity_adlts,region_Europe & Central Asia,region_Latin America & Caribbean,region_Middle East & North Africa,region_North America,region_South Asia,region_Sub-Saharan Africa,status_Developing
1241,74.0,2009.0,149.6316,0.031615,0.00186,0.2,75.0,30328.0,27.9,78.0,4.65,78.0,0.1,3735.144836,28973000.0,5.3,11.5,0.643,10.3,89.0232,12190.0,3.76826,26.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1242,76.0,2010.0,144.4268,0.03093,0.00177,0.19,72.0,492.0,28.0,74.0,3.82,74.0,0.1,452.74948,29742000.0,5.3,11.9,0.646,10.4,89.97401,12650.0,3.23056,26.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1243,77.0,2011.0,143.9501,0.03024,0.001705,0.17,77.0,15.0,28.1,8.0,3.32,79.0,0.1,5854.614497,30725000.0,5.2,12.3,0.649,10.4,90.92862,13620.0,2.79132,27.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1244,76.0,2012.0,145.1215,0.02951,0.001625,0.01,61.0,15.0,28.3,7.0,5.26,69.0,0.1,6651.12242,31890000.0,5.2,12.7,0.656,10.5,91.87715,14810.0,2.69039,28.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1245,69.5,2013.0,161.6462,0.028845,0.001565,0.01,66.0,669.0,28.4,7.0,5.92,68.0,0.1,6925.22446,33157000.0,5.2,13.1,0.659,10.3,92.81965,15220.0,2.8194,28.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1246,67.9,2014.0,191.5553,0.028105,0.001585,0.01,62.0,1317.0,28.5,67.0,5.54,64.0,0.1,673.74737,34412000.0,5.2,13.5,0.658,10.1,93.75629,27973.389891008665,2.79655,29.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1247,68.9,2015.0,180.3223,0.027305,0.001485,0.12571954822823272,56.0,1433.0,28.6,63.0,4.240584377498536,58.0,0.1,4974.2693,35572000.0,5.2,14.0,0.649,10.1,94.68708,31457.415959759244,3.14279,29.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1248,76.4,2000.0,92.9608,0.005825,0.000275,14.07,76.26385214877882,0.0,26.3,86.0,6.3,86.0,0.1,26241.91883,3783000.0,0.3,5.4,0.848,16.2,97.18372,24930.0,5.90528,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,77.0,2001.0,87.78565,0.005665,0.00027,14.27,74.96684364790644,241.0,26.4,84.0,6.6,84.0,0.1,28223.55528,3842000.0,0.3,5.7,0.857,16.4,97.1975,25920.0,6.39934,16.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,77.4,2002.0,85.73932,0.00548,0.000255,14.17,74.55196553939732,243.0,26.5,83.0,6.85,83.0,0.1,32539.1937,3908000.0,0.3,6.0,0.862,16.5,97.21105,27500.0,6.67451,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,78.0,2003.0,80.11344,0.00524,0.000245,13.24,80.27428928491508,584.0,26.6,86.0,7.5,86.0,0.1,4117.15532,3980000.0,0.3,6.3,0.87,16.8,97.22426,29700.0,7.00861,17.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,78.3,2004.0,79.25706,0.004815,0.000235,13.32,79.36252240019644,334.0,26.7,89.0,7.34,89.0,0.1,47631.6377,4058000.0,0.3,6.6,0.88,17.1,97.23723,31390.0,7.22512,18.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,78.7,2005.0,75.40862,0.00433,0.000225,13.31,21.579572501497978,95.0,26.8,9.0,7.27,9.0,0.1,5886.82789,4141000.0,0.3,6.9,0.889,17.5,97.24998,33420.0,7.64781,18.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,79.0,2006.0,74.80786,0.00391,0.000215,13.44,81.01822215726452,87.0,26.8,91.0,7.22,91.0,0.1,54326.9713,4231000.0,0.3,7.2,0.896,17.6,97.26261,37030.0,7.51332,19.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,79.5,2007.0,72.14625,0.00365,0.0002,13.59,81.9220185553852,64.0,26.9,92.0,7.57,92.0,0.1,61388.17457,4325000.0,0.3,7.5,0.902,17.6,97.27542,38950.0,7.80249,19.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,79.8,2008.0,71.90147,0.00357,0.00019,12.66,83.7015118210577,57.0,27.0,93.0,8.64,93.0,0.1,61235.415,4416000.0,0.3,7.7,0.908,17.9,97.28808,36570.0,9.10202,20.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,79.7,2009.0,73.99178,0.003555,0.00018,11.41,86.25832785870034,164.0,27.1,94.0,9.53,94.0,0.1,51983.78892,4495000.0,0.3,8.0,0.909,17.9,97.30058,33560.0,10.48683,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,86.0,2010.0,65.12171,0.00355,0.000165,11.88,46.0,443.0,27.1,94.0,8.76,94.0,0.1,48538.58776,4554000.0,0.2,8.3,0.907,18.2,97.3129,34570.0,10.50335,21.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,84.0,2011.0,67.12101,0.00355,0.00015,11.72,95.0,285.0,27.2,95.0,8.15,95.0,0.1,52567.52568,4591000.0,0.2,8.5,0.909,18.5,97.32507,34850.0,10.6889,22.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,85.0,2012.0,65.80628,0.00353,0.00014,11.49,95.0,107.0,27.2,95.0,8.32,95.0,0.1,49231.36254,4608000.0,0.2,8.8,0.895,18.5,97.33707,35090.0,10.68109,22.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,81.0,2013.0,63.53581,0.00346,0.00013,10.49,95.0,51.0,27.3,96.0,8.1,96.0,0.1,5234.76736,4615000.0,0.2,9.0,0.902,18.6,97.34892,22634.124998576444,10.28555,23.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,81.2,2014.0,61.98252,0.003225,0.000125,10.75,95.0,33.0,27.3,96.0,7.78,96.0,0.1,5553.32623,4627000.0,0.2,9.2,0.91,18.6,97.3606,23346.218975657946,9.65217,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,81.4,2015.0,62.76733,0.00287,0.000115,9.523798834787186,95.0,4.0,27.4,95.0,7.450172141714937,95.0,0.1,6664.144,4652000.0,0.2,9.5,0.92,18.6,97.37213,25634.16418273841,7.3358,24.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,78.9,2000.0,80.02465,0.0055,0.00034,2.53,98.0,36.0,26.1,93.0,7.13,93.0,0.1,2152.1432,5946000.0,1.1,10.0,0.845,15.2,100.0,21480.0,6.80706,21.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1265,79.3,2001.0,79.14951,0.005295,0.00033,2.53,96.0,19.0,26.2,93.0,7.61,92.0,0.1,236.19646,6061000.0,1.1,10.2,0.85,15.1,100.0,22280.0,7.23111,21.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1266,79.3,2002.0,80.61493,0.00509,0.000325,2.47,98.0,2.0,26.3,91.0,7.49,9.0,0.1,18431.15696,6169000.0,1.1,10.3,0.855,15.3,100.0,22580.0,7.15249,21.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1267,79.7,2003.0,75.61027,0.004865,0.000305,2.32,98.0,124.0,26.4,93.0,7.44,93.0,0.1,18946.99942,6278000.0,1.1,10.5,0.863,16.0,100.0,21350.0,7.09823,22.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1268,81.0,2004.0,72.58974,0.004635,0.00029,2.23,99.0,116.0,26.5,95.0,7.35,95.0,0.1,19888.172,6397000.0,1.1,10.6,0.863,15.9,100.0,23000.0,7.0333,22.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1269,80.0,2005.0,72.48711,0.004405,0.00028,2.41,96.0,2.0,26.6,95.0,7.44,93.0,0.1,2611.17931,6529000.0,1.1,10.8,0.866,15.8,100.0,23050.0,7.12975,22.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1270,84.0,2006.0,68.8908,0.004195,0.00027,2.23,96.0,9.0,26.6,94.0,7.38,95.0,0.1,2195.1769,6681000.0,1.1,10.9,0.87,15.7,100.0,24790.0,6.914,23.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1271,84.0,2007.0,67.19754,0.00402,0.00026,2.33,99.0,539.0,26.7,95.0,7.37,95.0,0.1,258.637,6847000.0,1.1,11.0,0.872,15.7,100.0,26870.0,6.89422,23.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1272,81.0,2008.0,63.95456,0.00389,0.00025,2.47,99.0,931.0,26.8,94.0,7.33,94.0,0.1,29657.4421,7021000.0,1.1,11.1,0.877,15.8,100.0,26550.0,6.9728,23.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1273,81.5,2009.0,61.48338,0.003785,0.00024,2.55,98.0,5.0,26.9,96.0,7.46,96.0,0.1,27795.87671,7190000.0,1.1,11.2,0.876,15.6,100.0,26530.0,7.06701,23.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1274,81.7,2010.0,59.69223,0.0037,0.000235,2.63,97.0,23.0,26.9,95.0,7.36,95.0,0.1,3661.994,7346000.0,1.1,11.3,0.878,15.7,100.0,27960.0,7.02466,24.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1275,81.8,2011.0,59.24146,0.003605,0.00022,2.67,98.0,70.0,27.0,94.0,7.39,94.0,0.1,33657.15727,7487000.0,1.1,11.4,0.883,15.8,100.0,29650.0,6.97181,24.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1276,81.8,2012.0,57.52486,0.00351,0.00021,2.78,97.0,211.0,27.0,94.0,7.73,94.0,0.1,32569.59683,7615000.0,1.1,11.5,0.889,15.9,100.0,30510.0,7.10785,24.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1277,82.1,2013.0,58.5602,0.003405,0.0002,2.69,97.0,50.0,27.1,96.0,7.89,96.0,0.1,36393.66932,7735000.0,1.2,11.6,0.891,15.9,100.0,32140.0,7.07255,25.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1278,82.2,2014.0,57.86327,0.003265,0.00019,2.62,97.0,6.0,27.2,95.0,7.81,95.0,0.1,37582.84624,7854000.0,1.2,11.7,0.895,16.0,100.0,43786.22593008464,7.14317,25.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1279,82.5,2015.0,57.65585,0.003115,0.00018,1.7242812579233942,96.0,80.0,27.2,95.0,6.725095857023028,95.0,0.1,35729.37253,7978000.0,1.2,11.8,0.898,16.0,100.0,43551.38070039739,7.08652,25.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1280,79.4,2000.0,75.3894,0.0047,0.00021,9.78,94.0,1457.0,25.4,97.0,7.91,87.0,0.1,251.2426,56692000.0,0.5,9.3,0.823,14.8,100.0,25590.0,7.58037,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,79.8,2001.0,73.22356,0.00444,0.0002,9.69,95.0,0.0,25.4,96.0,8.11,93.0,0.1,24.819,56875000.0,0.5,9.5,0.828,14.9,100.0,27130.0,7.76886,15.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,80.0,2002.0,70.7527,0.00422,0.00019,9.25,95.0,9385.0,25.5,96.0,8.23,93.0,0.1,22196.5736,57183000.0,0.5,9.8,0.836,15.2,99.99233,26800.0,7.89303,15.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,79.9,2003.0,70.18598,0.00403,0.00018,9.3,95.0,10982.0,25.5,97.0,8.17,96.0,0.1,27387.2258,57565000.0,0.5,10.0,0.841,15.4,99.94635,27240.0,7.85541,15.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,89.0,2004.0,66.09815,0.003855,0.000175,8.98,96.0,599.0,25.6,97.0,8.49,94.0,0.1,31174.56118,57948000.0,0.5,10.2,0.846,15.6,99.90039,27650.0,8.1878,16.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,88.0,2005.0,65.04991,0.003705,0.000165,8.65,96.0,135.0,25.6,97.0,8.71,95.0,0.1,31959.26215,58281000.0,0.5,10.4,0.851,15.8,99.85444,28600.0,8.3612,16.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,81.2,2006.0,63.9579,0.00357,0.000165,8.44,96.0,439.0,25.6,97.0,8.82,96.0,0.1,3341.7482,58543000.0,0.5,10.6,0.856,16.0,99.80851,30940.0,8.45969,16.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,81.3,2007.0,62.49552,0.00346,0.000155,8.37,97.0,321.0,25.7,97.0,8.48,97.0,0.1,37698.78573,58748000.0,0.5,10.8,0.862,16.1,99.76259,32510.0,8.16284,17.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,81.5,2008.0,61.15548,0.00337,0.00015,7.96,96.0,1617.0,25.7,96.0,8.89,96.0,0.1,464.18465,58922000.0,0.5,11.0,0.866,16.3,99.71669,33570.0,8.56183,17.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,81.6,2009.0,60.07475,0.003295,0.00015,7.25,96.0,351.0,25.7,96.0,9.41,96.0,0.1,36976.84512,59106000.0,0.5,11.2,0.868,16.3,99.6708,32970.0,8.97654,17.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,81.8,2010.0,57.75965,0.003235,0.00014,6.95,96.0,372.0,25.7,96.0,9.42,96.0,0.1,35849.37364,59325000.0,0.5,11.4,0.869,16.4,99.62494,33400.0,8.95361,18.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,82.0,2011.0,57.57915,0.003175,0.00014,6.98,96.0,5189.0,25.7,96.0,9.27,96.0,0.1,38334.68477,59589000.0,0.5,11.6,0.872,16.4,99.57908,34420.0,8.83464,18.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,82.0,2012.0,56.77875,0.003105,0.000135,7.49,96.0,376.0,25.7,96.0,9.28,97.0,0.1,34814.12436,59879000.0,0.5,11.7,0.877,16.6,99.53333,34070.0,8.95606,18.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,82.3,2013.0,55.55059,0.00301,0.000135,7.35,96.0,0.0,25.6,96.0,9.22,96.0,0.1,3537.27441,60167000.0,0.5,11.9,0.876,16.5,99.48765,34100.0,8.95227,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1294,82.5,2014.0,53.56635,0.002885,0.000125,7.56,95.0,0.0,25.6,95.0,9.25,95.0,0.1,35396.66517,60410000.0,0.5,12.1,0.877,16.3,99.44202,46279.81119083062,9.01144,19.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,82.7,2015.0,54.8563,0.00273,0.000115,9.034594369832746,93.0,159.0,25.6,93.0,7.959666027568133,93.0,0.1,349.14755,60578000.0,0.6,12.3,0.881,16.3,99.44225,30730.565221657234,8.98803,19.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,72.6,2000.0,173.4333,0.018605,0.000815,3.46,83.48644347529216,0.0,25.5,95.0,5.81,93.0,2.2,336.8742,2655000.0,2.0,6.0,0.682,11.4,93.12331,6210.0,5.76896,15.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1297,72.7,2001.0,174.5632,0.018415,0.00079,3.89,87.91297269077359,0.0,25.6,99.0,5.34,99.0,2.2,3394.878,2675000.0,2.0,6.4,0.68,10.9,93.28157,6320.0,5.27379,16.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1298,73.0,2002.0,171.3427,0.018485,0.00076,3.76,88.50756939102757,0.0,25.8,99.0,4.86,99.0,2.3,3596.496282,2693000.0,1.9,6.8,0.69,11.7,93.43519,10714.810034588969,4.85186,16.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1299,73.1,2003.0,169.6668,0.01863,0.00076,3.48,36.0,0.0,25.9,99.0,4.56,96.0,2.3,3465.221998,2709000.0,1.9,7.2,0.694,11.9,93.587,11421.529560242561,4.55483,17.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1300,73.3,2004.0,167.6982,0.018835,0.000755,3.67,98.0,0.0,26.1,97.0,4.8,98.0,2.3,3719.97351,2725000.0,1.9,7.6,0.689,11.1,93.40358,11953.329722550508,5.25799,17.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1301,73.5,2005.0,163.8865,0.018935,0.00075,3.59,99.0,0.0,26.2,99.0,4.7,99.0,1.9,482.24762,2740000.0,1.9,8.0,0.706,12.4,93.07216,11652.219658424481,4.43783,18.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1302,74.0,2006.0,153.9183,0.018735,0.00075,3.63,97.0,0.0,26.4,99.0,4.22,95.0,1.5,4313.1682,2754000.0,1.8,8.4,0.709,12.5,92.7127,9160.0,4.47904,18.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1303,74.2,2007.0,150.7086,0.01816,0.000765,3.64,92.0,0.0,26.5,94.0,4.87,92.0,0.9,462.517913,2768000.0,1.8,8.8,0.714,12.5,92.35199,8100.0,5.12474,19.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1304,74.5,2008.0,146.7512,0.017515,0.00077,3.51,92.0,2.0,26.6,91.0,5.4,91.0,0.4,492.492378,2782000.0,1.8,9.2,0.718,12.6,91.99024,8250.0,5.43879,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1305,74.7,2009.0,143.3775,0.016935,0.000745,3.33,9.0,0.0,26.8,9.0,5.16,9.0,0.6,4293.383274,2796000.0,1.8,9.6,0.721,12.7,91.62727,7810.0,4.78717,20.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1306,75.0,2010.0,139.2474,0.01663,0.000705,3.55,94.0,0.0,26.9,94.0,5.3,94.0,0.5,4682.728424,2810000.0,1.8,10.0,0.721,12.7,91.26319,7900.0,5.00621,21.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1307,75.2,2011.0,138.5606,0.016555,0.0007,3.58,92.0,1.0,27.1,93.0,5.21,92.0,0.6,513.549487,2826000.0,1.8,10.5,0.722,12.8,90.89815,8170.0,4.93164,21.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1308,75.3,2012.0,137.3493,0.016765,0.00068,3.65,96.0,0.0,27.2,96.0,5.66,96.0,0.5,521.33363,2842000.0,1.8,10.9,0.725,12.8,90.53372,8420.0,4.99466,22.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1309,75.6,2013.0,134.6466,0.017055,0.000695,3.79,93.0,0.0,27.4,86.0,5.91,93.0,0.6,56.144952,2859000.0,1.8,11.4,0.727,12.8,90.17014,8480.0,5.23896,22.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1310,75.8,2014.0,131.8485,0.01708,0.000675,3.83,92.0,0.0,27.5,93.0,5.36,92.0,0.5,4855.743789,2875000.0,1.8,11.9,0.727,12.8,90.31852,19145.0908684222,5.2326,23.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1311,76.2,2015.0,132.5525,0.01653,0.00065,4.5793826225495025,91.0,0.0,27.6,91.0,6.264820213738176,91.0,0.5,4965.989857,2891000.0,1.8,12.5,0.729,12.8,90.46777,19479.86054431877,5.65508,24.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1312,81.1,2000.0,72.13989,0.00328,0.00031,7.97,75.11089381780289,22497.0,22.5,98.0,7.53,85.0,0.1,38532.488,127524000.0,1.6,2.9,0.852,14.5,98.4875,26260.0,7.15091,2.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1313,81.5,2001.0,70.20154,0.003135,0.000285,8.03,81.14928483326776,22552.0,22.5,81.0,7.75,95.0,0.1,33846.46564,127714000.0,1.6,2.9,0.856,14.6,98.4875,27000.0,7.3592,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,81.8,2002.0,68.38249,0.003015,0.00027,7.87,83.21495792965106,33812.0,22.5,89.0,7.85,96.0,0.1,32289.3554,127893000.0,1.6,2.9,0.86,14.7,98.4875,27680.0,7.47336,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,81.9,2003.0,68.41291,0.00291,0.00026,7.83,90.18862053658086,8286.0,22.5,97.0,8.0,97.0,0.1,3488.3992,128058000.0,1.6,3.0,0.863,14.8,98.4875,28410.0,7.611,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,82.1,2004.0,66.85536,0.00282,0.00025,7.7,89.50459536319158,8752.0,22.6,97.0,8.3,99.0,0.1,37688.72234,128204000.0,1.6,3.1,0.866,14.8,98.4875,29930.0,7.65719,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,82.0,2005.0,67.52382,0.00274,0.00024,7.99,89.5021671648758,0.0,22.6,95.0,8.18,98.0,0.1,37217.64873,128326000.0,1.6,3.1,0.87,14.9,98.52771,31150.0,7.78067,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,82.4,2006.0,66.73748,0.002665,0.000235,7.49,90.2921702158526,520.0,22.6,95.0,8.19,98.0,0.1,35433.98896,128423000.0,1.6,3.2,0.873,14.9,98.56792,32730.0,7.80784,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,82.6,2007.0,65.64838,0.002595,0.00023,7.29,91.22431282581533,0.0,22.6,97.0,8.25,98.0,0.1,35275.22843,128494000.0,1.7,3.2,0.877,15.0,98.60812,34500.0,7.89046,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,82.7,2008.0,64.13428,0.00252,0.000225,7.11,91.00298059042234,11015.0,22.6,98.0,8.6,98.0,0.1,39339.29757,128539000.0,1.7,3.3,0.88,15.0,98.64833,34710.0,8.19951,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,83.0,2009.0,62.70425,0.002445,0.00022,7.09,95.26629783094859,741.0,22.7,99.0,9.51,97.0,0.1,4855.17564,128555000.0,1.7,3.3,0.881,15.0,98.68855,32880.0,9.0583,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,83.0,2010.0,61.35915,0.00237,0.000215,6.9,95.74922627063256,450.0,22.7,98.0,9.58,97.0,0.1,4457.67639,128542000.0,1.7,3.3,0.879,15.1,98.72875,34830.0,9.15677,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,82.5,2011.0,62.19125,0.0023,0.00024,7.39,84.51007762949212,434.0,22.7,96.0,1.7,97.0,0.1,48167.99727,128499000.0,1.8,3.4,0.884,15.1,98.76896,35380.0,10.61672,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,83.3,2012.0,57.18827,0.00222,0.00021,7.39,88.50785337947809,228.0,22.7,99.0,1.17,97.0,0.1,4863.47665,128424000.0,1.8,3.4,0.889,15.3,98.80917,36440.0,10.79065,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,83.5,2013.0,55.85786,0.00216,0.00021,7.55,88.3256753675198,229.0,22.7,99.0,1.25,96.0,0.1,4454.44746,128314000.0,1.9,3.3,0.894,15.3,98.84937,37630.0,10.79159,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,83.5,2014.0,54.46324,0.0021,0.000205,0.01,90.16075490058188,462.0,22.7,99.0,1.23,96.0,0.1,3896.21151,128169000.0,1.9,3.3,0.899,15.3,98.88958,18279.17567101137,10.83205,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,83.7,2015.0,52.57222,0.002035,0.0002,6.755907110606273,93.22586628739305,35.0,22.7,99.0,8.870411164107992,96.0,0.1,34474.13736,127985000.0,1.9,3.3,0.902,15.3,98.92979,28069.03918729498,10.88551,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,71.7,2000.0,133.2413,0.02338,0.001175,0.49,93.0,32.0,27.8,94.0,9.65,91.0,0.1,1657.889256,5122000.0,4.1,7.6,0.7,12.6,99.40183,6180.0,9.63494,26.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1329,71.9,2001.0,130.9823,0.023195,0.00112,0.55,97.0,61.0,27.9,97.0,9.9,99.0,0.1,1728.2659,5217000.0,4.0,7.9,0.706,12.7,99.36469,6530.0,9.88527,26.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1330,72.1,2002.0,128.9904,0.023205,0.001075,0.54,95.0,19.0,28.0,95.0,9.68,95.0,0.1,1812.288374,5318000.0,4.0,8.3,0.712,13.0,99.32752,6780.0,9.65558,27.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1331,72.3,2003.0,127.0129,0.02307,0.00106,0.54,97.0,76.0,28.0,97.0,9.15,97.0,0.1,1889.213962,5434000.0,3.9,8.6,0.717,13.2,99.29035,7060.0,9.11606,28.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1332,72.5,2004.0,125.1161,0.02268,0.00103,0.54,95.0,21.0,28.1,95.0,9.5,95.0,0.1,261.456882,5580000.0,3.9,8.9,0.723,13.5,99.25321,7770.0,9.02237,28.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1333,72.4,2005.0,126.6522,0.02204,0.000975,0.55,95.0,28.0,28.2,95.0,8.88,95.0,0.1,223.83787,5766000.0,3.9,9.3,0.73,13.8,99.23149,8500.0,8.86275,29.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1334,72.8,2006.0,121.552,0.021495,0.000905,0.59,98.0,1.0,28.3,98.0,8.8,98.0,0.1,2537.349,5992000.0,3.9,9.6,0.733,13.7,99.21413,9290.0,8.05621,29.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1335,73.0,2007.0,119.9841,0.0206,0.000895,0.6,98.0,41.0,28.3,98.0,8.35,98.0,0.1,2762.86354,6255000.0,3.8,9.9,0.736,13.6,99.19569,10190.0,8.30105,30.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1336,73.1,2008.0,118.6927,0.019695,0.00083,0.61,97.0,2.0,28.4,98.0,8.78,97.0,0.1,3385.69665,6556000.0,3.8,10.2,0.739,13.6,99.17622,10810.0,8.75393,30.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1337,73.3,2009.0,117.4957,0.0188,0.00079,0.59,98.0,0.0,28.5,98.0,9.54,98.0,0.1,3492.1396,6893000.0,3.8,10.5,0.742,13.6,99.15565,11130.0,9.50213,31.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1338,73.4,2010.0,116.3903,0.017985,0.000755,0.51,98.0,0.0,28.5,98.0,8.42,98.0,0.1,3679.19275,7262000.0,3.8,10.8,0.739,13.2,99.1341,10950.0,8.3893,31.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1339,73.6,2011.0,115.3202,0.01728,0.000715,0.43,98.0,0.0,28.6,98.0,8.39,98.0,0.1,387.324145,7663000.0,3.8,11.1,0.737,13.1,99.11156,11190.0,8.29932,32.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1340,73.7,2012.0,114.2562,0.016575,0.00068,0.41,98.0,3.0,28.7,98.0,8.0,98.0,0.1,387.753211,8090000.0,3.8,11.5,0.735,12.9,99.0881,11390.0,7.88292,33.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1341,73.9,2013.0,113.4896,0.01593,0.000655,0.4,98.0,120.0,28.8,98.0,7.23,98.0,0.1,3992.86717,8519000.0,3.9,11.8,0.737,13.1,99.06368,11660.0,7.2477,33.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
